train/epoch,train/Log Prob,train/KL,train/loss,debug/MSE improvement over random Mean,debug/MSE improvement over random Std,debug/MSE improvement over random Max,debug/MSE improvement over random Min,debug/MSE of random decoding Mean,debug/MSE of random decoding Std,debug/MSE of random decoding Max,debug/MSE of random decoding Min,debug/MSE of reconstruction,test/Log Prob,test/KL,test/loss,beta
51,-2465.33625,71.34893638610839,2470.9103759765626,0.11187655,0.030384807,0.17147332,0.028791124,0.11825938,0.23385459,1.0,0.0,0.006382833,-2485.797412109375,70.26928100585937,2491.28720703125,0.078125
52,-2464.816765136719,71.32679618835449,2470.3891748046876,0.099910066,0.02491995,0.16779475,0.036548987,0.10372554,0.2146157,1.0,0.0,0.0038154854,-2485.8842041015623,70.38627319335937,2491.3831298828127,0.078125
53,-2464.6869921875,70.96873977661133,2470.231428222656,0.10649025,0.023114169,0.15440078,0.04275285,0.110807285,0.22242726,1.0,0.0,0.004317046,-2485.0966796875,69.2356948852539,2490.505712890625,0.078125
54,-2463.002307128906,71.1504125213623,2468.5609350585937,0.10877174,0.021410046,0.15102589,0.051766165,0.11467169,0.22808358,1.0,0.0,0.0058999527,-2484.5176513671877,69.64723739624023,2489.9588623046875,0.078125
55,-2462.7344189453124,70.73919143676758,2468.2609228515626,0.106622174,0.029518956,0.16550994,0.049894612,0.11042763,0.23188289,1.0,0.0,0.0038054585,-2487.2791259765627,67.26245727539063,2492.5339599609374,0.078125
56,-2461.4922924804687,70.50013526916504,2467.0001220703125,0.09753292,0.021287195,0.15874144,0.05011287,0.10094193,0.22070138,1.0,0.0,0.003409032,-2481.5040283203125,69.39591751098632,2486.9256103515627,0.078125
57,-2459.1936865234375,70.47391731262206,2464.6994580078126,0.08546635,0.024143862,0.14156967,0.025540829,0.089192785,0.20555794,1.0,0.0,0.0037264468,-2480.059130859375,69.02975006103516,2485.452099609375,0.078125
58,-2457.4952563476563,70.48980163574218,2463.002275390625,0.08984581,0.02576241,0.15786223,0.038496777,0.09606047,0.21363296,1.0,0.0,0.006214663,-2478.46142578125,69.86211776733398,2483.9194091796876,0.078125
59,-2457.0959814453126,70.51295372009277,2462.6048046875,0.09343432,0.026579598,0.15277503,0.026675185,0.097029366,0.2127994,1.0,0.0,0.003595048,-2476.290185546875,68.83837585449218,2481.6681640625,0.078125
60,-2456.224270019531,70.68704948425292,2461.746696777344,0.108319566,0.03463885,0.16652912,0.029374536,0.114079095,0.24140593,1.0,0.0,0.0057595554,-2473.982568359375,69.20831604003907,2479.3894775390627,0.078125
61,-2455.51572265625,70.46706573486328,2461.0209619140624,0.10130861,0.029141583,0.15343517,0.042541474,0.10474561,0.22466797,1.0,0.0,0.003436993,-2474.2194091796873,68.82256469726562,2479.5961669921876,0.078125
62,-2454.908034667969,70.19546752929688,2460.3920556640624,0.09645286,0.02543447,0.14569175,0.0381397,0.101045765,0.2188569,1.0,0.0,0.0045929006,-2474.1470703125,69.1121597290039,2479.546484375,0.078125
63,-2453.757023925781,70.28438529968261,2459.2480029296876,0.0940142,0.028253598,0.1698132,0.03538303,0.09746138,0.21097237,1.0,0.0,0.0034471788,-2475.444189453125,68.41822738647461,2480.78935546875,0.078125
64,-2452.8110766601562,70.09636268615722,2458.287355957031,0.108699515,0.027766168,0.1704278,0.021274064,0.115171626,0.23887806,1.0,0.0,0.0064721075,-2473.2314697265624,69.1877685546875,2478.636767578125,0.078125
65,-2452.076320800781,70.3947859954834,2457.575925292969,0.096690536,0.025258169,0.16085461,0.03779151,0.10029311,0.21881099,1.0,0.0,0.0036025825,-2474.782666015625,70.00133590698242,2480.2514892578124,0.078125
66,-2450.858076171875,70.18004928588867,2456.340895996094,0.10799135,0.027546577,0.15943214,0.051020812,0.11077977,0.22917461,1.0,0.0,0.0027884233,-2470.209912109375,69.70727996826172,2475.65576171875,0.078125
67,-2450.245693359375,69.90866920471191,2455.7073046875,0.10858237,0.03141155,0.16804557,0.03024607,0.11107081,0.23358063,1.0,0.0,0.0024884322,-2470.73203125,70.01847305297852,2476.202197265625,0.078125
68,-2449.761213378906,69.90851036071777,2455.222822265625,0.09354136,0.03137849,0.19163902,0.029360482,0.0958304,0.21115682,1.0,0.0,0.0022890586,-2469.311279296875,69.20872497558594,2474.7181884765623,0.078125
69,-2448.730078125,69.7623201751709,2454.18025390625,0.09568675,0.028361583,0.1436686,0.027149832,0.10024033,0.21767527,1.0,0.0,0.0045535807,-2468.6158203125,69.13546218872071,2474.017041015625,0.078125
70,-2448.19751953125,69.6062474822998,2453.635517578125,0.085636035,0.028774917,0.18549934,0.036323063,0.0879387,0.2098237,1.0,0.0,0.0023026732,-2468.3333984375,69.18668060302734,2473.738623046875,0.078125
71,-2446.996962890625,69.60389236450196,2452.434777832031,0.10338578,0.023640117,0.16778377,0.050248474,0.10701323,0.23125006,1.0,0.0,0.0036274567,-2465.755615234375,69.63654403686523,2471.19599609375,0.078125
72,-2447.121220703125,69.33207305908203,2452.5377734375,0.08899512,0.040819198,0.21021271,0.035908043,0.092885956,0.21388038,1.0,0.0,0.0038908191,-2466.2651611328124,69.16683502197266,2471.668798828125,0.078125
73,-2445.9991088867187,69.37614318847656,2451.419118652344,0.10319209,0.03421853,0.19559795,0.04266177,0.105903104,0.23568872,1.0,0.0,0.0027110248,-2466.147216796875,68.57618026733398,2471.504736328125,0.078125
74,-2445.5865478515625,69.18217620849609,2450.991398925781,0.07754803,0.03367595,0.1801278,0.022226484,0.082725234,0.2020868,1.0,0.0,0.0051771984,-2466.4635986328126,68.1707878112793,2471.7894287109375,0.078125
75,-2446.3194213867187,68.97686653137207,2451.7082446289064,0.08995595,0.030090803,0.16148965,0.029946899,0.09322452,0.21562491,1.0,0.0,0.0032685758,-2468.0188720703127,68.04422531127929,2473.3348388671875,0.078125
76,-2445.1204296875,68.71093002319336,2450.488466796875,0.087197065,0.030589638,0.19065185,0.038257692,0.09293421,0.21906455,1.0,0.0,0.005737141,-2464.06357421875,67.90131912231445,2469.3683349609373,0.078125
77,-2444.5157421875,68.5265170288086,2449.8693603515626,0.09589747,0.023900783,0.14734194,0.050634205,0.10197305,0.2236833,1.0,0.0,0.0060755797,-2464.041357421875,68.30396957397461,2469.3776123046873,0.078125
78,-2444.6205541992185,68.41530128479003,2449.965500488281,0.09356313,0.026913725,0.15581374,0.039654534,0.097341344,0.22308005,1.0,0.0,0.0037782197,-2465.1371337890623,67.79837112426758,2470.43388671875,0.078125
